x_1, y_1, z_1, x_2, y_2, z_2, x_3, y_3, z_3, x_4, y_4, z_4, x_5, y_5, z_5, x_6, y_6, z_6, x_7, y_7, z_7, x_8, y_8, z_8, x_9, y_9, z_9, x_10, y_10, z_10, x_11, y_11, z_11, x_12, y_12, z_12, x_13, y_13, z_13, x_14, y_14, z_14, x_15, y_15, z_15, x_16, y_16, z_16, x_17, y_17, z_17, x_18, y_18, z_18, x_19, y_19, z_19, x_20, y_20, z_20, x_21, y_21, z_21, 
0.6433120369911194,0.7059526443481445,0.6433120369911194,0.6048175096511841,0.6764072179794312,0.6048175096511841,0.5812188386917114,0.6056415438652039,0.5812188386917114,0.5767673850059509,0.5361667275428772,0.5767673850059509,0.5727075934410095,0.4757382571697235,0.5727075934410095,0.5818668603897095,0.5646939873695374,0.5818668603897095,0.5635983943939209,0.4729665517807007,0.5635983943939209,0.5556782484054565,0.4145198166370392,0.5556782484054565,0.5495707988739014,0.36839550733566284,0.5495707988739014,0.6101090908050537,0.5412862300872803,0.6101090908050537,0.5920067429542542,0.42158541083335876,0.5920067429542542,0.584148645401001,0.34962841868400574,0.584148645401001,0.5771094560623169,0.29153791069984436,0.5771094560623169,0.6427602171897888,0.5330513119697571,0.6427602171897888,0.6325998902320862,0.41802000999450684,0.6325998902320862,0.625963032245636,0.35079658031463623,0.625963032245636,0.6196010708808899,0.2965472340583801,0.6196010708808899,0.6782604455947876,0.5402711629867554,0.6782604455947876,0.6763187646865845,0.46069636940956116,0.6763187646865845,0.6720870733261108,0.4106511175632477,0.6720870733261108,0.668468177318573,0.3677665889263153,0.668468177318573,
0.6238909363746643,0.7296875715255737,0.6238909363746643,0.5834387540817261,0.7091757655143738,0.5834387540817261,0.5604930520057678,0.6380162835121155,0.5604930520057678,0.5474889874458313,0.5777485966682434,0.5474889874458313,0.5334339737892151,0.5356399416923523,0.5334339737892151,0.5970726609230042,0.5156190395355225,0.5970726609230042,0.5892480611801147,0.4363049268722534,0.5892480611801147,0.5803484916687012,0.37995195388793945,0.5803484916687012,0.5730956196784973,0.3326195478439331,0.5730956196784973,0.6176563501358032,0.49842989444732666,0.6176563501358032,0.6133629083633423,0.3990015983581543,0.6133629083633423,0.6058483719825745,0.32332611083984375,0.6058483719825745,0.5978004336357117,0.25881949067115784,0.5978004336357117,0.6393691897392273,0.49671557545661926,0.6393691897392273,0.6386426687240601,0.39239853620529175,0.6386426687240601,0.6330262422561646,0.3197864890098572,0.6330262422561646,0.6248321533203125,0.2616950571537018,0.6248321533203125,0.6640154719352722,0.5125527381896973,0.6640154719352722,0.6706023216247559,0.4242784082889557,0.6706023216247559,0.6681671738624573,0.3622888922691345,0.6681671738624573,0.6623455882072449,0.31044405698776245,0.6623455882072449,
0.6393826007843018,0.7139293551445007,0.6393826007843018,0.5977143049240112,0.6425978541374207,0.5977143049240112,0.5895068049430847,0.563691258430481,0.5895068049430847,0.5831676125526428,0.5074945688247681,0.5831676125526428,0.5757700204849243,0.4787757992744446,0.5757700204849243,0.639338493347168,0.48358625173568726,0.639338493347168,0.6328125,0.38702425360679626,0.6328125,0.6252784729003906,0.31400492787361145,0.6252784729003906,0.6191807389259338,0.25399142503738403,0.6191807389259338,0.6473998427391052,0.4848190248012543,0.6473998427391052,0.6371620297431946,0.3729333281517029,0.6371620297431946,0.626634955406189,0.2868127226829529,0.626634955406189,0.6171488165855408,0.21799275279045105,0.6171488165855408,0.6451000571250916,0.4904358983039856,0.6451000571250916,0.6369861960411072,0.3824841380119324,0.6369861960411072,0.6281805634498596,0.3047730028629303,0.6281805634498596,0.6206678748130798,0.2464955449104309,0.6206678748130798,0.6332208514213562,0.4998624622821808,0.6332208514213562,0.6290216445922852,0.4090246558189392,0.6290216445922852,0.6228787899017334,0.34808212518692017,0.6228787899017334,0.6165420413017273,0.2981534004211426,0.6165420413017273,
0.6533657312393188,0.6899378895759583,0.6533657312393188,0.6640276312828064,0.5910096764564514,0.6640276312828064,0.6609511375427246,0.5023722648620605,0.6609511375427246,0.6474379301071167,0.4491458237171173,0.6474379301071167,0.6320059299468994,0.41678857803344727,0.6320059299468994,0.6638160943984985,0.45555397868156433,0.6638160943984985,0.6570181250572205,0.346366822719574,0.6570181250572205,0.6499710083007812,0.27223730087280273,0.6499710083007812,0.645284116268158,0.2128271460533142,0.645284116268158,0.6466956734657288,0.46142199635505676,0.6466956734657288,0.6351281404495239,0.3386707901954651,0.6351281404495239,0.6252245903015137,0.25233298540115356,0.6252245903015137,0.6183595061302185,0.18367508053779602,0.6183595061302185,0.6216675043106079,0.4787861406803131,0.6216675043106079,0.6064993739128113,0.3590680956840515,0.6064993739128113,0.5943192839622498,0.2784300446510315,0.5943192839622498,0.5869232416152954,0.21310734748840332,0.5869232416152954,0.5902220010757446,0.5075783133506775,0.5902220010757446,0.5671548247337341,0.42366233468055725,0.5671548247337341,0.5519139766693115,0.3647642731666565,0.5519139766693115,0.5397841334342957,0.3121028244495392,0.5397841334342957,
0.6552279591560364,0.6809661388397217,0.6552279591560364,0.6974353194236755,0.604255199432373,0.6974353194236755,0.7109311819076538,0.507341206073761,0.7109311819076538,0.7180152535438538,0.4297243058681488,0.7180152535438538,0.7321861982345581,0.3747311234474182,0.7321861982345581,0.6742481589317322,0.44499093294143677,0.6742481589317322,0.6666234731674194,0.32406085729599,0.6666234731674194,0.6576147675514221,0.25143149495124817,0.6576147675514221,0.6493821144104004,0.19394168257713318,0.6493821144104004,0.6408628821372986,0.45366641879081726,0.6408628821372986,0.6228474974632263,0.322345107793808,0.6228474974632263,0.6090014576911926,0.23861593008041382,0.6090014576911926,0.597318708896637,0.1735510230064392,0.597318708896637,0.6071592569351196,0.48114249110221863,0.6071592569351196,0.5786621570587158,0.36509770154953003,0.5786621570587158,0.5594114661216736,0.2947116494178772,0.5594114661216736,0.5460688471794128,0.23759756982326508,0.5460688471794128,0.5763105154037476,0.5237616896629333,0.5763105154037476,0.5392627716064453,0.4502776265144348,0.5392627716064453,0.5170096158981323,0.4043287932872772,0.5170096158981323,0.4993163049221039,0.3615698516368866,0.4993163049221039,
0.6517214179039001,0.6888344883918762,0.6517214179039001,0.6949490904808044,0.6098038554191589,0.6949490904808044,0.7130421996116638,0.5152135491371155,0.7130421996116638,0.7232994437217712,0.4322972595691681,0.7232994437217712,0.7372397780418396,0.3748498558998108,0.7372397780418396,0.6752601861953735,0.45033591985702515,0.6752601861953735,0.6698921918869019,0.332014799118042,0.6698921918869019,0.663780689239502,0.25794124603271484,0.663780689239502,0.6574169993400574,0.1988428235054016,0.6574169993400574,0.6421424746513367,0.45644062757492065,0.6421424746513367,0.6247184872627258,0.3221878409385681,0.6247184872627258,0.6136749982833862,0.2386186271905899,0.6136749982833862,0.6041238307952881,0.17340782284736633,0.6041238307952881,0.6088457107543945,0.481606125831604,0.6088457107543945,0.5824241638183594,0.3634495139122009,0.5824241638183594,0.5672225952148438,0.29084843397140503,0.5672225952148438,0.5562657713890076,0.2331373691558838,0.5562657713890076,0.5786546468734741,0.5232895016670227,0.5786546468734741,0.5428322553634644,0.4452897906303406,0.5428322553634644,0.5215281248092651,0.3993173837661743,0.5215281248092651,0.5041447281837463,0.3571203947067261,0.5041447281837463,
0.6468304991722107,0.6898171901702881,0.6468304991722107,0.6818301677703857,0.6045619249343872,0.6818301677703857,0.6898584365844727,0.514199435710907,0.6898584365844727,0.6934014558792114,0.43780675530433655,0.6934014558792114,0.701469361782074,0.39461103081703186,0.701469361782074,0.6689525842666626,0.44720643758773804,0.6689525842666626,0.6650110483169556,0.33325275778770447,0.6650110483169556,0.6604584455490112,0.2620448172092438,0.6604584455490112,0.65632563829422,0.2072553038597107,0.65632563829422,0.6389702558517456,0.446063756942749,0.6389702558517456,0.6280503273010254,0.31861716508865356,0.6280503273010254,0.6186203956604004,0.23588699102401733,0.6186203956604004,0.6105873584747314,0.1741233468055725,0.6105873584747314,0.6060502529144287,0.4643321633338928,0.6060502529144287,0.5846796631813049,0.34914255142211914,0.5846796631813049,0.5682553052902222,0.27869588136672974,0.5682553052902222,0.5550848245620728,0.22791312634944916,0.5550848245620728,0.57371985912323,0.5008386373519897,0.57371985912323,0.5419386029243469,0.4291999042034149,0.5419386029243469,0.5214914679527283,0.38646847009658813,0.5214914679527283,0.5040218234062195,0.3504943549633026,0.5040218234062195,
0.6148806810379028,0.7264692783355713,0.6148806810379028,0.5663730502128601,0.6561469435691833,0.5663730502128601,0.5483720302581787,0.5832233428955078,0.5483720302581787,0.5346569418907166,0.5406079292297363,0.5346569418907166,0.5316804647445679,0.515702486038208,0.5316804647445679,0.6078565716743469,0.47558826208114624,0.6078565716743469,0.6079912185668945,0.3821057379245758,0.6079912185668945,0.6074780821800232,0.32329750061035156,0.6074780821800232,0.6073490977287292,0.2726859450340271,0.6073490977287292,0.6229605078697205,0.46903759241104126,0.6229605078697205,0.6234688758850098,0.3651065528392792,0.6234688758850098,0.6216327548027039,0.29900532960891724,0.6216327548027039,0.619022786617279,0.2434668391942978,0.619022786617279,0.6275216937065125,0.470323383808136,0.6275216937065125,0.6266536712646484,0.3722967207431793,0.6266536712646484,0.6215506196022034,0.30689120292663574,0.6215506196022034,0.6190810203552246,0.255940318107605,0.6190810203552246,0.619485080242157,0.480215460062027,0.619485080242157,0.6117393374443054,0.3934221565723419,0.6117393374443054,0.6044867634773254,0.33608120679855347,0.6044867634773254,0.5995410680770874,0.29147008061408997,0.5995410680770874,
0.6281293034553528,0.6370305418968201,0.6281293034553528,0.5885393023490906,0.6290958523750305,0.5885393023490906,0.5532984733581543,0.6022620797157288,0.5532984733581543,0.5264444351196289,0.5769830942153931,0.5264444351196289,0.5031869411468506,0.5624134540557861,0.5031869411468506,0.561788022518158,0.5172061920166016,0.561788022518158,0.5387834906578064,0.4575049579143524,0.5387834906578064,0.5288649201393127,0.41758015751838684,0.5288649201393127,0.5229300260543823,0.38484907150268555,0.5229300260543823,0.5851513147354126,0.4897724986076355,0.5851513147354126,0.5697952508926392,0.4202251434326172,0.5697952508926392,0.5621858835220337,0.3707617223262787,0.5621858835220337,0.5570458769798279,0.33069533109664917,0.5570458769798279,0.6134311556816101,0.4777936637401581,0.6134311556816101,0.6089968681335449,0.403014600276947,0.6089968681335449,0.6074163913726807,0.3503018915653229,0.6074163913726807,0.6053112149238586,0.30797988176345825,0.6053112149238586,0.6436509490013123,0.4787125587463379,0.6436509490013123,0.6517529487609863,0.41100502014160156,0.6517529487609863,0.6567910313606262,0.3643503785133362,0.6567910313606262,0.6588481664657593,0.32460588216781616,0.6588481664657593,
0.61716228723526,0.7316896915435791,0.61716228723526,0.5619988441467285,0.7006383538246155,0.5619988441467285,0.5204558372497559,0.6324977278709412,0.5204558372497559,0.49514317512512207,0.5675474405288696,0.49514317512512207,0.4722355604171753,0.5336995720863342,0.4722355604171753,0.5540697574615479,0.516768753528595,0.5540697574615479,0.5338364243507385,0.4427937865257263,0.5338364243507385,0.5264565944671631,0.4080013632774353,0.5264565944671631,0.5215110778808594,0.3786103129386902,0.5215110778808594,0.5816763639450073,0.4917578399181366,0.5816763639450073,0.5708927512168884,0.3957819938659668,0.5708927512168884,0.5680351257324219,0.3565213680267334,0.5680351257324219,0.5654767155647278,0.32709088921546936,0.5654767155647278,0.610548198223114,0.48169708251953125,0.610548198223114,0.6090144515037537,0.38473060727119446,0.6090144515037537,0.6091674566268921,0.3375382423400879,0.6091674566268921,0.6077098846435547,0.30012544989585876,0.6077098846435547,0.6423928737640381,0.48599424958229065,0.6423928737640381,0.6515538096427917,0.40447479486465454,0.6515538096427917,0.6569798588752747,0.3566446900367737,0.6569798588752747,0.6589564085006714,0.3128920793533325,0.6589564085006714,
