num, x_1, y_1, z_1, x_2, y_2, z_2, x_3, y_3, z_3, x_4, y_4, z_4, x_5, y_5, z_5, x_6, y_6, z_6, x_7, y_7, z_7, x_8, y_8, z_8, x_9, y_9, z_9, x_10, y_10, z_10, x_11, y_11, z_11, x_12, y_12, z_12, x_13, y_13, z_13, x_14, y_14, z_14, x_15, y_15, z_15, x_16, y_16, z_16, x_17, y_17, z_17, x_18, y_18, z_18, x_19, y_19, z_19, x_20, y_20, z_20, x_21, y_21, z_21, 
10,0.6861606240272522,0.5253522992134094,0.6861606240272522,0.6156874299049377,0.522274374961853,0.6156874299049377,0.5626732110977173,0.47426778078079224,0.5626732110977173,0.5254762768745422,0.4283776879310608,0.5254762768745422,0.4902380108833313,0.3836970031261444,0.4902380108833313,0.5445183515548706,0.36724644899368286,0.5445183515548706,0.49924156069755554,0.2740783989429474,0.49924156069755554,0.47027701139450073,0.21894149482250214,0.47027701139450073,0.4430985152721405,0.16775630414485931,0.4430985152721405,0.5648877024650574,0.3582117259502411,0.5648877024650574,0.5158159136772156,0.25759366154670715,0.5158159136772156,0.4811209738254547,0.18999382853507996,0.4811209738254547,0.45146501064300537,0.12686048448085785,0.45146501064300537,0.5950117111206055,0.36897918581962585,0.5950117111206055,0.5538347959518433,0.28276145458221436,0.5538347959518433,0.521750807762146,0.23249077796936035,0.521750807762146,0.494304358959198,0.1870395392179489,0.494304358959198,0.6326958537101746,0.3983790874481201,0.6326958537101746,0.6089001297950745,0.3527453541755676,0.6089001297950745,0.5866206884384155,0.32395902276039124,0.5866206884384155,0.5669296383857727,0.2975461781024933,0.5669296383857727,
11,0.6957994103431702,0.5202361941337585,0.6957994103431702,0.6167164444923401,0.512516975402832,0.6167164444923401,0.5650702118873596,0.4587121605873108,0.5650702118873596,0.5286447405815125,0.41430824995040894,0.5286447405815125,0.49682462215423584,0.37774085998535156,0.49682462215423584,0.5636289715766907,0.35030364990234375,0.5636289715766907,0.5077983140945435,0.27104422450065613,0.5077983140945435,0.4704737067222595,0.21649552881717682,0.4704737067222595,0.43779778480529785,0.16304607689380646,0.43779778480529785,0.5812248587608337,0.34634360671043396,0.5812248587608337,0.5181305408477783,0.27021121978759766,0.5181305408477783,0.4760015904903412,0.213068425655365,0.4760015904903412,0.44125431776046753,0.1567261666059494,0.44125431776046753,0.603123128414154,0.3699207007884979,0.603123128414154,0.5453864336013794,0.3170241117477417,0.5453864336013794,0.5058528184890747,0.2818816602230072,0.5058528184890747,0.4745224118232727,0.24506250023841858,0.4745224118232727,0.6273300647735596,0.4179057776927948,0.6273300647735596,0.5914362668991089,0.4107153117656708,0.5914362668991089,0.5639509558677673,0.4029684364795685,0.5639509558677673,0.5409865975379944,0.3910689949989319,0.5409865975379944,
12,0.6682960987091064,0.48226112127304077,0.6682960987091064,0.6402100920677185,0.4300161600112915,0.6402100920677185,0.6015670895576477,0.3841154873371124,0.6015670895576477,0.5693199634552002,0.3637811541557312,0.5693199634552002,0.5444034337997437,0.3609657287597656,0.5444034337997437,0.5964450240135193,0.3531343936920166,0.5964450240135193,0.5440660119056702,0.2999863028526306,0.5440660119056702,0.5091151595115662,0.2642262578010559,0.5091151595115662,0.48053887486457825,0.2301556020975113,0.48053887486457825,0.6034677624702454,0.3737974166870117,0.6034677624702454,0.5464010238647461,0.31589430570602417,0.5464010238647461,0.5025099515914917,0.2693307399749756,0.5025099515914917,0.4668121933937073,0.22762350738048553,0.4668121933937073,0.6100831031799316,0.41617730259895325,0.6100831031799316,0.5531433820724487,0.3644416928291321,0.5531433820724487,0.5068149566650391,0.33103621006011963,0.5068149566650391,0.4702920913696289,0.29983484745025635,0.4702920913696289,0.6156032681465149,0.47545158863067627,0.6156032681465149,0.5745370388031006,0.4732931852340698,0.5745370388031006,0.5419306755065918,0.470380961894989,0.5419306755065918,0.5124484300613403,0.46452596783638,0.5124484300613403,
13,0.7029669284820557,0.5509853959083557,0.7029669284820557,0.6404885053634644,0.5009015202522278,0.6404885053634644,0.5942243933677673,0.4403020441532135,0.5942243933677673,0.5590863227844238,0.403270959854126,0.5590863227844238,0.5286685824394226,0.39044561982154846,0.5286685824394226,0.5929761528968811,0.3639042377471924,0.5929761528968811,0.5256564021110535,0.2805030643939972,0.5256564021110535,0.48431339859962463,0.23264113068580627,0.48431339859962463,0.4492568075656891,0.19104140996932983,0.4492568075656891,0.6057788133621216,0.37550443410873413,0.6057788133621216,0.5278012156486511,0.2930026054382324,0.5278012156486511,0.47687822580337524,0.23560687899589539,0.47687822580337524,0.43739256262779236,0.1880774348974228,0.43739256262779236,0.6183112859725952,0.41637375950813293,0.6183112859725952,0.5447238683700562,0.3581710159778595,0.5447238683700562,0.49665567278862,0.325822651386261,0.49665567278862,0.45944324135780334,0.2956252694129944,0.45944324135780334,0.6276549100875854,0.4796837270259857,0.6276549100875854,0.5792977213859558,0.47067496180534363,0.5792977213859558,0.5410747528076172,0.46414750814437866,0.5410747528076172,0.508593738079071,0.4544548988342285,0.508593738079071,
14,0.6544304490089417,0.5273178815841675,0.6544304490089417,0.6339185833930969,0.4533446133136749,0.6339185833930969,0.5941769480705261,0.3917563557624817,0.5941769480705261,0.5581090450286865,0.35489627718925476,0.5581090450286865,0.5355861186981201,0.33332857489585876,0.5355861186981201,0.6040294766426086,0.36195728182792664,0.6040294766426086,0.5535908937454224,0.27939730882644653,0.5535908937454224,0.5202348828315735,0.22876015305519104,0.5202348828315735,0.4957011342048645,0.18376387655735016,0.4957011342048645,0.6017330288887024,0.39489033818244934,0.6017330288887024,0.5420651435852051,0.3118435740470886,0.5420651435852051,0.49784141778945923,0.2479945421218872,0.49784141778945923,0.46512436866760254,0.19399885833263397,0.46512436866760254,0.5971246957778931,0.4484409987926483,0.5971246957778931,0.5290006995201111,0.3779129981994629,0.5290006995201111,0.4763506054878235,0.33125898241996765,0.4763506054878235,0.43699708580970764,0.2886878252029419,0.43699708580970764,0.5893297791481018,0.5189526081085205,0.5893297791481018,0.5325785875320435,0.5062415599822998,0.5325785875320435,0.4926028251647949,0.5020856857299805,0.4926028251647949,0.4601931571960449,0.49472111463546753,0.4601931571960449,
15,0.6960927248001099,0.5935860872268677,0.6960927248001099,0.6565355658531189,0.5063712000846863,0.6565355658531189,0.6133983731269836,0.4286964237689972,0.6133983731269836,0.5724721550941467,0.38925954699516296,0.5724721550941467,0.5404060482978821,0.3832457661628723,0.5404060482978821,0.6079146862030029,0.38207340240478516,0.6079146862030029,0.5477691888809204,0.2770114541053772,0.5477691888809204,0.5077131390571594,0.21973514556884766,0.5077131390571594,0.4765067398548126,0.17476612329483032,0.4765067398548126,0.605910062789917,0.40843600034713745,0.605910062789917,0.5321371555328369,0.29807358980178833,0.5321371555328369,0.48208725452423096,0.22955802083015442,0.48208725452423096,0.44257837533950806,0.17920929193496704,0.44257837533950806,0.6020495891571045,0.45975539088249207,0.6020495891571045,0.5236578583717346,0.3782050609588623,0.5236578583717346,0.47362619638442993,0.33311524987220764,0.47362619638442993,0.43632400035858154,0.29882940649986267,0.43632400035858154,0.593599259853363,0.531856119632721,0.593599259853363,0.5302493572235107,0.5057723522186279,0.5302493572235107,0.48788970708847046,0.49157851934432983,0.48788970708847046,0.4522266387939453,0.4785841703414917,0.4522266387939453,
16,0.6817706823348999,0.627256453037262,0.6817706823348999,0.6552584767341614,0.5181997418403625,0.6552584767341614,0.6160817742347717,0.4301864802837372,0.6160817742347717,0.5757090449333191,0.3854469656944275,0.5757090449333191,0.5406159162521362,0.3784581422805786,0.5406159162521362,0.6127520203590393,0.3935777246952057,0.6127520203590393,0.556529700756073,0.2750198245048523,0.556529700756073,0.5176103711128235,0.21071340143680573,0.5176103711128235,0.4868030548095703,0.16044634580612183,0.4868030548095703,0.6027876138687134,0.43025773763656616,0.6027876138687134,0.53156977891922,0.30689042806625366,0.53156977891922,0.48482078313827515,0.23333843052387238,0.48482078313827515,0.447765976190567,0.175978422164917,0.447765976190567,0.5915135741233826,0.48772725462913513,0.5915135741233826,0.5164324045181274,0.390287309885025,0.5164324045181274,0.4700706899166107,0.3327173590660095,0.4700706899166107,0.43585634231567383,0.2839692234992981,0.43585634231567383,0.5783339738845825,0.563073456287384,0.5783339738845825,0.512380063533783,0.5257240533828735,0.512380063533783,0.46750199794769287,0.5040863752365112,0.46750199794769287,0.43018075823783875,0.4829632043838501,0.43018075823783875,
17,0.6879538297653198,0.6763051748275757,0.6879538297653198,0.6901766061782837,0.5514910221099854,0.6901766061782837,0.6666966080665588,0.44345951080322266,0.6666966080665588,0.6412931680679321,0.3639189302921295,0.6412931680679321,0.621527910232544,0.31238341331481934,0.621527910232544,0.6577426791191101,0.41420358419418335,0.6577426791191101,0.6121187210083008,0.27534598112106323,0.6121187210083008,0.5801807045936584,0.2038954794406891,0.5801807045936584,0.5578773617744446,0.15158137679100037,0.5578773617744446,0.6359989047050476,0.45314595103263855,0.6359989047050476,0.5738176107406616,0.30886244773864746,0.5738176107406616,0.5335961580276489,0.2264127880334854,0.5335961580276489,0.5040640830993652,0.16350767016410828,0.5040640830993652,0.6116750240325928,0.5139123797416687,0.6116750240325928,0.5420984029769897,0.3961379826068878,0.5420984029769897,0.49617788195610046,0.327090859413147,0.49617788195610046,0.4632004201412201,0.27182862162590027,0.4632004201412201,0.5878022313117981,0.5927920341491699,0.5878022313117981,0.5222069621086121,0.5384920239448547,0.5222069621086121,0.4803423583507538,0.5033069252967834,0.4803423583507538,0.44599711894989014,0.4725945293903351,0.44599711894989014,
18,0.6952031850814819,0.7225499153137207,0.6952031850814819,0.7191553711891174,0.6183737516403198,0.7191553711891174,0.7188419103622437,0.512094259262085,0.7188419103622437,0.7218472957611084,0.4219338893890381,0.7218472957611084,0.7318668961524963,0.35680222511291504,0.7318668961524963,0.6911718845367432,0.4629795551300049,0.6911718845367432,0.6658117175102234,0.3115181028842926,0.6658117175102234,0.646828293800354,0.22543776035308838,0.646828293800354,0.6341442465782166,0.15935149788856506,0.6341442465782166,0.661090612411499,0.48569437861442566,0.661090612411499,0.6173213720321655,0.3264586925506592,0.6173213720321655,0.5883945822715759,0.23024609684944153,0.5883945822715759,0.5668122172355652,0.15491771697998047,0.5668122172355652,0.6292072534561157,0.5389170050621033,0.6292072534561157,0.5723601579666138,0.4149203598499298,0.5723601579666138,0.5335973501205444,0.3418620824813843,0.5335973501205444,0.505268394947052,0.2824113965034485,0.505268394947052,0.6008955240249634,0.6153577566146851,0.6008955240249634,0.5398932099342346,0.5516675114631653,0.5398932099342346,0.5028548240661621,0.5090748071670532,0.5028548240661621,0.47151312232017517,0.47104111313819885,0.47151312232017517,
19,0.7419543862342834,0.7405878305435181,0.7419543862342834,0.7622414231300354,0.6232631802558899,0.7622414231300354,0.7498875260353088,0.5133936405181885,0.7498875260353088,0.7341108322143555,0.44364726543426514,0.7341108322143555,0.7227585911750793,0.40098321437835693,0.7227585911750793,0.7370039224624634,0.48185017704963684,0.7370039224624634,0.7197237610816956,0.3250054121017456,0.7197237610816956,0.7023881673812866,0.23458847403526306,0.7023881673812866,0.6900001764297485,0.16801247000694275,0.6900001764297485,0.7047489881515503,0.5047489404678345,0.7047489881515503,0.6629292964935303,0.33902913331985474,0.6629292964935303,0.6320587396621704,0.23545953631401062,0.6320587396621704,0.6125916242599487,0.1569775640964508,0.6125916242599487,0.6699624061584473,0.5501858592033386,0.6699624061584473,0.6140944361686707,0.40776756405830383,0.6140944361686707,0.5739163160324097,0.3267744481563568,0.5739163160324097,0.5466175675392151,0.26499032974243164,0.5466175675392151,0.6362385749816895,0.6140574216842651,0.6362385749816895,0.5759767889976501,0.5447494387626648,0.5759767889976501,0.5382047295570374,0.5014612078666687,0.5382047295570374,0.508198618888855,0.46302172541618347,0.508198618888855,
20,0.7701161503791809,0.7650442719459534,0.7701161503791809,0.7868137359619141,0.6536529660224915,0.7868137359619141,0.7706888318061829,0.541390597820282,0.7706888318061829,0.7440968751907349,0.4703732132911682,0.7440968751907349,0.721000075340271,0.43384671211242676,0.721000075340271,0.7714627981185913,0.5025081038475037,0.7714627981185913,0.7679405212402344,0.35003629326820374,0.7679405212402344,0.7598402500152588,0.2636888027191162,0.7598402500152588,0.7537795901298523,0.20125436782836914,0.7537795901298523,0.7411512732505798,0.518782377243042,0.7411512732505798,0.7125993967056274,0.35036343336105347,0.7125993967056274,0.6891393065452576,0.25272953510284424,0.6891393065452576,0.6724851727485657,0.18063396215438843,0.6724851727485657,0.7073827981948853,0.5592618584632874,0.7073827981948853,0.6580974459648132,0.41133764386177063,0.6580974459648132,0.6240172982215881,0.336125910282135,0.6240172982215881,0.5989208221435547,0.27765002846717834,0.5989208221435547,0.6722952127456665,0.6180142164230347,0.6722952127456665,0.6189997792243958,0.543563187122345,0.6189997792243958,0.5865370631217957,0.5032764077186584,0.5865370631217957,0.559257984161377,0.4645494520664215,0.559257984161377,
21,0.7920900583267212,0.803931474685669,0.7920900583267212,0.8164385557174683,0.6998040676116943,0.8164385557174683,0.8238290548324585,0.592423141002655,0.8238290548324585,0.8319141268730164,0.5029474496841431,0.8319141268730164,0.8420077562332153,0.44004228711128235,0.8420077562332153,0.8104794025421143,0.5435110330581665,0.8104794025421143,0.8090682029724121,0.3870084881782532,0.8090682029724121,0.8018273115158081,0.2952057719230652,0.8018273115158081,0.7973511815071106,0.22648939490318298,0.7973511815071106,0.7808272242546082,0.5553709268569946,0.7808272242546082,0.7605199813842773,0.38239026069641113,0.7605199813842773,0.7461438179016113,0.2785359025001526,0.7461438179016113,0.7353900671005249,0.19983258843421936,0.7353900671005249,0.7446499466896057,0.590617835521698,0.7446499466896057,0.7074704766273499,0.4417257308959961,0.7074704766273499,0.6804500222206116,0.3515664339065552,0.6804500222206116,0.6606936454772949,0.2822542190551758,0.6606936454772949,0.7057638764381409,0.646586000919342,0.7057638764381409,0.651716947555542,0.5629329085350037,0.651716947555542,0.6181854009628296,0.5118726491928101,0.6181854009628296,0.5902205109596252,0.4686737358570099,0.5902205109596252,
22,0.8028160929679871,0.8412042260169983,0.8028160929679871,0.785949170589447,0.739642858505249,0.785949170589447,0.7724260091781616,0.6296242475509644,0.7724260091781616,0.7537222504615784,0.5589854717254639,0.7537222504615784,0.7314841747283936,0.5211105942726135,0.7314841747283936,0.7866940498352051,0.5700376629829407,0.7866940498352051,0.7729692459106445,0.41611284017562866,0.7729692459106445,0.7626330256462097,0.32326579093933105,0.7626330256462097,0.7553784251213074,0.24686741828918457,0.7553784251213074,0.783334493637085,0.5875397324562073,0.783334493637085,0.7629068493843079,0.41736727952957153,0.7629068493843079,0.750100314617157,0.3089609146118164,0.750100314617157,0.7423461079597473,0.2240700125694275,0.7423461079597473,0.767821192741394,0.6258009672164917,0.767821192741394,0.7428368926048279,0.47037285566329956,0.7428368926048279,0.7237301468849182,0.37596893310546875,0.7237301468849182,0.7110824584960938,0.2986847758293152,0.7110824584960938,0.739736020565033,0.6800323128700256,0.739736020565033,0.7062883377075195,0.5905405282974243,0.7062883377075195,0.6822734475135803,0.5306485891342163,0.6822734475135803,0.6618253588676453,0.47648054361343384,0.6618253588676453,
